srr	sample_name	replicate	single_paired	rcomp	unusable	trim_read_depth	sample_qc_score	paper_id	sample_id	protocol	paper_name	organism	cell_type	sample_id	condition_type	treatment	conc_intens	start_time	end_time	duration	duration_unit
SRR10312754	SRR10312754	1	paired	0	0	43158204	3	183	1494	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1494	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312754	SRR10312754	1	paired	0	0	43158204	3	183	1494	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1494	treatment	dTag7	200 nM	-6	0	6	hr
SRR10312755	SRR10312755	1	paired	0	0	40096743	3	183	1495	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1495	vehicle	DMSO		-6	0	6	hr
SRR10312755	SRR10312755	1	paired	0	0	40096743	3	183	1495	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1495	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312759	SRR10312759	1	paired	0	0	41680747	3	183	1499	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1499	treatment	phosphonoformic acid	400 microg/mL	-6	0	6	hr
SRR10312759	SRR10312759	1	paired	0	0	41680747	3	183	1499	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1499	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312759	SRR10312759	1	paired	0	0	41680747	3	183	1499	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1499	vehicle	DMSO		-6	0	6	hr
SRR10312753	SRR10312753	1	paired	0	0	37734090	4	183	1493	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1493	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312758	SRR10312758	2	paired	0	0	25975978	5	183	1498	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1498	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312757	SRR10312757	2	paired	0	0	38160104	4	183	1497	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1497	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312757	SRR10312757	2	paired	0	0	38160104	4	183	1497	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1497	vehicle	DMSO		-6	0	6	hr
SRR10312756	SRR10312756	1	paired	0	0	36164617	4	183	1496	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1496	treatment	flavopiridol	1 microM	-1	0	1	hr
SRR10312756	SRR10312756	1	paired	0	0	36164617	4	183	1496	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1496	treatment	dTag7	200 nM	-6	0	6	hr
SRR10312756	SRR10312756	1	paired	0	0	36164617	4	183	1496	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1496	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	3	day
SRR10312755	SRR10312755	1	paired	0	0	40096743	3	183	1495	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1495	treatment	flavopiridol	1 microM	-1	0	1	hr
SRR10312752	SRR10312752	1	paired	0	0	30551205	3	183	1492	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1492	treatment	dTag7	200 nM	-6	0	6	hr
SRR10312753	SRR10312753	1	paired	0	0	37734090	4	183	1493	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1493	vehicle	DMSO		-6	0	6	hr
SRR10312752	SRR10312752	1	paired	0	0	30551205	3	183	1492	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1492	treatment	flavopiridol	1 microM	-1	0	1	hr
SRR10312751	SRR10312751	1	paired	0	0	28029015	3	183	1491	PRO-seq	Li2020human	H. sapiens	foreskin fibroblast	1491	treatment	flavopiridol	1 microM	-1	0	1	hr
SRR6498830	SRR6498830	1	single	1	0	79259329	1	338	2655	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2655	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498831	SRR6498831	2	single	1	0	95490386	2	338	2656	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2656	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498832	SRR6498832	3	single	1	0	126361902	2	338	2657	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2657	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498833	SRR6498833	1	single	1	0	80074980	1	338	2658	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2658	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498834	SRR6498834	2	single	1	0	95023036	2	338	2659	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2659	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498835	SRR6498835	3	single	1	0	124683476	1	338	2660	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2660	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498836	SRR6498836	1	single	1	0	93827747	1	338	2661	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2661	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498837	SRR6498837	2	single	1	0	114007236	2	338	2662	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2662	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR6498838	SRR6498838	3	single	1	0	118010332	3	338	2663	PRO-seq	Weissmiller2019inhibition	H. sapiens	G401	2663	treatment	doxycycline	1 microg/mL	-24	0	1	day
SRR1552485	SRR1552485	1	single	0	0	165033535	2	58	494	GRO-seq	Core2014analysis	H. sapiens	GM12878	494	no treatment			NULL	NULL	NULL	
SRR10063523	SRR10063523	1	single	0	0	15866759	2	193	1576	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1576	treatment	oxPAPC	30 g/m	-6	0	6	hr
SRR10063523	SRR10063523	1	single	0	0	15866759	2	193	1576	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1576	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063522	SRR10063522	2	single	0	0	10556526	3	193	1575	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1575	treatment	oxPAPC	30 g/m	-6	0	6	hr
SRR10063521	SRR10063521	1	single	0	0	14620388	3	193	1574	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1574	treatment	oxPAPC	30 g/m	-6	0	6	hr
SRR10063520	SRR10063520	2	single	0	0	8193993	4	193	1573	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1573	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063519	SRR10063519	1	single	0	0	18164866	2	193	1572	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1572	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063518	SRR10063518	2	single	0	0	9137200	4	193	1571	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1571	vehicle	growth media		-6	0	6	hr
SRR10063517	SRR10063517	1	single	0	0	19245214	2	193	1570	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1570	vehicle	growth media		-6	0	6	hr
SRR1035901	SRR1035901	1	single	0	0	15209673	2	149	1177	GRO-seq	Kaikkonen2014control	H. sapiens	HAEC	1177	treatment	VEGF-A165	50 ng/mL	-2	0	2	hr
SRR1035900	SRR1035900	1	single	0	0	21751779	2	149	1176	GRO-seq	Kaikkonen2014control	H. sapiens	HAEC	1176	no treatment			NULL	NULL	NULL	
SRR10063524	SRR10063524	2	single	0	0	15623116	2	193	1577	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1577	treatment	hypoxia	1 percent O2, 5 percent CO2	-6	0	6	hr
SRR10063524	SRR10063524	2	single	0	0	15623116	2	193	1577	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HAEC	1577	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR12699339	SRR12699339	2	single	0	0	50058872	1	266	2232	PRO-seq	Schick2021acute	H. sapiens	HAP1	2232	treatment	dTAG47	300 nM	-3	0	3	hr
SRR12699328	SRR12699328	1	single	0	0	30035527	1	266	2221	PRO-seq	Schick2021acute	H. sapiens	HAP1	2221	treatment	BRM014	1 microM	-10	0	10	min
SRR12699338	SRR12699338	1	single	0	0	120649243	1	266	2231	PRO-seq	Schick2021acute	H. sapiens	HAP1	2231	treatment	dTAG47	300 nM	-3	0	3	hr
SRR12699337	SRR12699337	2	single	0	0	42373218	1	266	2230	PRO-seq	Schick2021acute	H. sapiens	HAP1	2230	vehicle	DMSO		-3	0	3	hr
SRR12699336	SRR12699336	1	single	0	0	36022796	1	266	2229	PRO-seq	Schick2021acute	H. sapiens	HAP1	2229	vehicle	DMSO		-3	0	3	hr
SRR12699343	SRR12699343	2	single	0	0	34669398	1	266	2236	PRO-seq	Schick2021acute	H. sapiens	HAP1	2236	treatment	dTAG47	300 nM	-3	0	3	hr
SRR12699342	SRR12699342	1	single	0	0	40080484	3	266	2235	PRO-seq	Schick2021acute	H. sapiens	HAP1	2235	treatment	dTAG47	300 nM	-3	0	3	hr
SRR12699341	SRR12699341	2	single	0	0	39974655	1	266	2234	PRO-seq	Schick2021acute	H. sapiens	HAP1	2234	vehicle	DMSO		-3	0	3	hr
SRR12699340	SRR12699340	1	single	0	0	56737168	1	266	2233	PRO-seq	Schick2021acute	H. sapiens	HAP1	2233	vehicle	DMSO		-3	0	3	hr
SRR12699335	SRR12699335	2	single	0	0	32679121	1	266	2228	PRO-seq	Schick2021acute	H. sapiens	HAP1	2228	vehicle	DMSO		-1	0	1	hr
SRR12699334	SRR12699334	1	single	0	0	68236282	1	266	2227	PRO-seq	Schick2021acute	H. sapiens	HAP1	2227	vehicle	DMSO		-1	0	1	hr
SRR12699333	SRR12699333	2	single	0	0	36072298	1	266	2226	PRO-seq	Schick2021acute	H. sapiens	HAP1	2226	treatment	BRM014	1 microM	-30	0	30	min
SRR12699332	SRR12699332	1	single	0	0	39190936	1	266	2225	PRO-seq	Schick2021acute	H. sapiens	HAP1	2225	treatment	BRM014	1 microM	-30	0	30	min
SRR12699331	SRR12699331	2	single	0	0	22785776	1	266	2224	PRO-seq	Schick2021acute	H. sapiens	HAP1	2224	treatment	BRM014	1 microM	-1	0	1	hr
SRR12699330	SRR12699330	1	single	0	0	43491514	1	266	2223	PRO-seq	Schick2021acute	H. sapiens	HAP1	2223	treatment	BRM014	1 microM	-1	0	1	hr
SRR12699329	SRR12699329	2	single	0	0	47385373	1	266	2222	PRO-seq	Schick2021acute	H. sapiens	HAP1	2222	treatment	BRM014	1 microM	-10	0	10	min
SRR10063537	SRR10063537	2	single	0	0	22586729	2	193	1590	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HASM	1590	vehicle	growth media		-6	0	6	hr
SRR10063541	SRR10063541	2	single	0	0	7344502	4	193	1592	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HASM	1592	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR10063540	SRR10063540	1	single	0	0	16536302	2	193	1591	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HASM	1591	treatment	oxPAPC	30 g/mL	-6	0	6	hr
SRR10063536	SRR10063536	1	single	0	0	13629383	3	193	1589	GRO-seq	Linnakuosmanen2020nrf2	H. sapiens	HASM	1589	vehicle	growth media		-6	0	6	hr
SRR7621281	SRR7621281	2	single	1	0	42311607	2	250	2081	PRO-seq	Perreault2019epigenetic	H. sapiens	HCC1806	2081	vehicle	DMSO		-4	0	4	hr
SRR7621275	SRR7621275	1	single	1	0	58119700	5	250	2080	PRO-seq	Perreault2019epigenetic	H. sapiens	HCC1806	2080	vehicle	DMSO		-4	0	4	hr
SRR5364090	SRZ5364090	1	single	0	0	62355080	2	103	855	GRO-seq	Franco2018enhancer	H. sapiens	HCC1937	855	no treatment			NULL	NULL	NULL	
SRR5364091	SRZ5364091	2	single	0	0	56924147	2	103	856	GRO-seq	Franco2018enhancer	H. sapiens	HCC1937	856	no treatment			NULL	NULL	NULL	
SRR5364092	SRZ5364090	1	single	0	0	62355080	2	103	855	GRO-seq	Franco2018enhancer	H. sapiens	HCC1937	855	no treatment			NULL	NULL	NULL	
SRR5364093	SRZ5364091	2	single	0	0	56924147	2	103	856	GRO-seq	Franco2018enhancer	H. sapiens	HCC1937	856	no treatment			NULL	NULL	NULL	
SRR5364082	SRZ5364082	1	single	0	0	62417700	3	103	851	GRO-seq	Franco2018enhancer	H. sapiens	HCC1954	851	no treatment			NULL	NULL	NULL	
SRR5364084	SRZ5364082	1	single	0	0	62417700	3	103	851	GRO-seq	Franco2018enhancer	H. sapiens	HCC1954	851	no treatment			NULL	NULL	NULL	
SRR5364083	SRZ5364083	2	single	0	0	58975653	3	103	852	GRO-seq	Franco2018enhancer	H. sapiens	HCC1954	852	no treatment			NULL	NULL	NULL	
SRR5364085	SRZ5364083	2	single	0	0	58975653	3	103	852	GRO-seq	Franco2018enhancer	H. sapiens	HCC1954	852	no treatment			NULL	NULL	NULL	
SRR6290501	SRZ6290499	1	paired	0	0	49804765	1	255	2110	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2110	vehicle	growth media		-6	0	6	hr
SRR6290500	SRZ6290499	1	paired	0	0	49804765	1	255	2110	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2110	vehicle	growth media		-6	0	6	hr
SRR6290499	SRZ6290499	1	paired	0	0	49804765	1	255	2110	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2110	vehicle	growth media		-6	0	6	hr
SRR6789176	SRR6789176	2	single	0	0	54221183	1	138	1075	GRO-seq	Jiang2018multi	H. sapiens	HCT116	1075	no treatment			NULL	NULL	NULL	
SRR6789175	SRR6789175	1	single	0	0	40577982	2	138	1074	GRO-seq	Jiang2018multi	H. sapiens	HCT116	1074	no treatment			NULL	NULL	NULL	
SRR828729	SRR828729	3	single	0	0	136926976	3	106	873	GRO-seq	Galbraith2013hif1a	H. sapiens	HCT116	873	vehicle	DMSO		-1	0	1	hr
SRR828696	SRR828696	2	single	0	0	198849055	4	106	872	GRO-seq	Galbraith2013hif1a	H. sapiens	HCT116	872	vehicle	DMSO		-1	0	1	hr
SRR828695	SRR828695	1	single	0	0	54636150	4	106	871	GRO-seq	Galbraith2013hif1a	H. sapiens	HCT116	871	vehicle	DMSO		-1	0	1	hr
SRR9304731	SRR9304731	2	single	1	0	132287922	2	95	767	PRO-seq	Fant2020tfiid	H. sapiens	HCT116	767	treatment	mock treatment		-1	0	1	hr
SRR6290519	SRZ6290519	3	paired	0	0	43544756	1	256	2115	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2115	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR9304730	SRR9304730	1	single	1	0	106990704	2	95	766	PRO-seq	Fant2020tfiid	H. sapiens	HCT116	766	treatment	mock treatment		-1	0	1	hr
SRR6290511	SRZ6290511	2	paired	0	0	35164030	1	256	2113	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2113	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR2084591	SRZ2084588	2	single	0	0	107241990	2	42	437	GRO-seq	Chen2015paf1	H. sapiens	HCT116	437	no treatment			NULL	NULL	NULL	
SRR6290518	SRZ6290515	3	paired	0	0	29515421	1	256	2114	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2114	vehicle	growth media		-6	0	6	hr
SRR6290517	SRZ6290515	3	paired	0	0	29515421	1	256	2114	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2114	vehicle	growth media		-6	0	6	hr
SRR6290516	SRZ6290515	3	paired	0	0	29515421	1	256	2114	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2114	vehicle	growth media		-6	0	6	hr
SRR6290515	SRZ6290515	3	paired	0	0	29515421	1	256	2114	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2114	vehicle	growth media		-6	0	6	hr
SRR6290514	SRZ6290511	2	paired	0	0	35164030	1	256	2113	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2113	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290513	SRZ6290511	2	paired	0	0	35164030	1	256	2113	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2113	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290512	SRZ6290511	2	paired	0	0	35164030	1	256	2113	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2113	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290503	SRZ6290503	1	paired	0	0	36781145	1	255	2111	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2111	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290510	SRZ6290507	2	paired	0	0	34872119	1	256	2112	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2112	vehicle	growth media		-6	0	6	hr
SRR6290509	SRZ6290507	2	paired	0	0	34872119	1	256	2112	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2112	vehicle	growth media		-6	0	6	hr
SRR6290508	SRZ6290507	2	paired	0	0	34872119	1	256	2112	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2112	vehicle	growth media		-6	0	6	hr
SRR6290507	SRZ6290507	2	paired	0	0	34872119	1	256	2112	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2112	vehicle	growth media		-6	0	6	hr
SRR6290506	SRZ6290503	1	paired	0	0	36781145	1	255	2111	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2111	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290505	SRZ6290503	1	paired	0	0	36781145	1	255	2111	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2111	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290504	SRZ6290503	1	paired	0	0	36781145	1	255	2111	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2111	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR2084577	SRZ2084576	1	single	0	0	48891005	2	42	434	GRO-seq	Chen2015paf1	H. sapiens	HCT116	434	no treatment			NULL	NULL	NULL	
SRR2084590	SRZ2084588	2	single	0	0	107241990	2	42	437	GRO-seq	Chen2015paf1	H. sapiens	HCT116	437	no treatment			NULL	NULL	NULL	
SRR2084589	SRZ2084588	2	single	0	0	107241990	2	42	437	GRO-seq	Chen2015paf1	H. sapiens	HCT116	437	no treatment			NULL	NULL	NULL	
SRR2084588	SRZ2084588	2	single	0	0	107241990	2	42	437	GRO-seq	Chen2015paf1	H. sapiens	HCT116	437	no treatment			NULL	NULL	NULL	
SRR2084587	SRZ2084584	1	single	0	0	62965454	3	42	436	GRO-seq	Chen2015paf1	H. sapiens	HCT116	436	no treatment			NULL	NULL	NULL	
SRR2084586	SRZ2084584	1	single	0	0	62965454	3	42	436	GRO-seq	Chen2015paf1	H. sapiens	HCT116	436	no treatment			NULL	NULL	NULL	
SRR2084585	SRZ2084584	1	single	0	0	62965454	3	42	436	GRO-seq	Chen2015paf1	H. sapiens	HCT116	436	no treatment			NULL	NULL	NULL	
SRR2084584	SRZ2084584	1	single	0	0	62965454	3	42	436	GRO-seq	Chen2015paf1	H. sapiens	HCT116	436	no treatment			NULL	NULL	NULL	
SRR2084583	SRZ2084580	2	single	0	0	80547844	1	42	435	GRO-seq	Chen2015paf1	H. sapiens	HCT116	435	no treatment			NULL	NULL	NULL	
SRR2084582	SRZ2084580	2	single	0	0	80547844	1	42	435	GRO-seq	Chen2015paf1	H. sapiens	HCT116	435	no treatment			NULL	NULL	NULL	
SRR2084581	SRZ2084580	2	single	0	0	80547844	1	42	435	GRO-seq	Chen2015paf1	H. sapiens	HCT116	435	no treatment			NULL	NULL	NULL	
SRR2084580	SRZ2084580	2	single	0	0	80547844	1	42	435	GRO-seq	Chen2015paf1	H. sapiens	HCT116	435	no treatment			NULL	NULL	NULL	
SRR2084579	SRZ2084576	1	single	0	0	48891005	2	42	434	GRO-seq	Chen2015paf1	H. sapiens	HCT116	434	no treatment			NULL	NULL	NULL	
SRR2084578	SRZ2084576	1	single	0	0	48891005	2	42	434	GRO-seq	Chen2015paf1	H. sapiens	HCT116	434	no treatment			NULL	NULL	NULL	
SRR9304729	SRR9304729	2	single	1	0	105263543	2	95	765	PRO-seq	Fant2020tfiid	H. sapiens	HCT116	765	treatment	anti-TAF1 C413 antibody		-1	0	1	hr
SRR2084576	SRZ2084576	1	single	0	0	48891005	2	42	434	GRO-seq	Chen2015paf1	H. sapiens	HCT116	434	no treatment			NULL	NULL	NULL	
SRR6290502	SRZ6290499	1	paired	0	0	49804765	1	255	2110	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2110	vehicle	growth media		-6	0	6	hr
SRR1105736	SRR1105736	1	single	0	0	54636150	4	9	51	GRO-seq	Allen2014global	H. sapiens	HCT116	51	vehicle	DMSO		-1	0	1	hr
SRR1105737	SRR1105737	2	single	0	0	136926976	3	9	52	GRO-seq	Allen2014global	H. sapiens	HCT116	52	vehicle	DMSO		-1	0	1	hr
SRR1105738	SRR1105738	1	single	0	0	161191302	4	9	53	GRO-seq	Allen2014global	H. sapiens	HCT116	53	treatment	nutlin-3	10 microM	-1	0	1	hr
SRR1105739	SRR1105739	2	single	0	0	148186888	3	9	54	GRO-seq	Allen2014global	H. sapiens	HCT116	54	treatment	nutlin-3	10 microM	-1	0	1	hr
SRR1224573	SRR1224573	1	single	0	0	191455961	2	9	57	GRO-seq	Allen2014global	H. sapiens	HCT116	57	vehicle	DMSO		-30	0	30	min
SRR1224574	SRR1224574	1	single	0	0	164646421	4	9	58	GRO-seq	Allen2014global	H. sapiens	HCT116	58	treatment	nutlin-3	10 microM	-30	0	30	min
SRR4090098	SRR4090098	1	single	0	0	54636150	4	13	125	GRO-seq	Andrysik2017identification	H. sapiens	HCT116	125	vehicle	DMSO	0.2%	-1	0	1	hr
SRR4090099	SRR4090099	2	single	0	0	136926976	3	13	126	GRO-seq	Andrysik2017identification	H. sapiens	HCT116	126	vehicle	DMSO	0.2%	-1	0	1	hr
SRR4090100	SRR4090100	1	single	0	0	161191302	4	13	127	GRO-seq	Andrysik2017identification	H. sapiens	HCT116	127	treatment	nutlin-3	10 microM	-1	0	1	hr
SRR4090101	SRR4090101	2	single	0	0	148186888	3	13	128	GRO-seq	Andrysik2017identification	H. sapiens	HCT116	128	treatment	nutlin-3	10 microM	-1	0	1	hr
SRR9304728	SRR9304728	1	single	1	0	114912169	2	95	764	PRO-seq	Fant2020tfiid	H. sapiens	HCT116	764	treatment	anti-TAF1 C413 antibody		-1	0	1	hr
SRR6290527	SRZ6290527	4	paired	0	0	35619748	1	256	2117	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2117	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR8867628	SRR8867628	1	single	1	0	105447678	3	291	2320	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2320	vehicle	DMSO		-45	0	45	min
SRR2153515	SRR2153515	2	single	0	0	174322983	5	258	2137	GRO-seq	Salony2016akt	H. sapiens	HCT116	2137	vehicle	DMSO		-72	0	3	day
SRR2153514	SRR2153514	1	single	0	0	12585446	5	258	2136	GRO-seq	Salony2016akt	H. sapiens	HCT116	2136	vehicle	DMSO		-72	0	3	day
SRR2153513	SRR2153513	2	single	0	0	91451663	4	258	2135	GRO-seq	Salony2016akt	H. sapiens	HCT116	2135	treatment	AKTi-1/2	20 microM	-72	0	3	day
SRR2153512	SRR2153512	1	single	0	0	87701519	5	258	2134	GRO-seq	Salony2016akt	H. sapiens	HCT116	2134	treatment	AKTi-1/2	20 microM	-72	0	3	day
SRR6290530	SRZ6290527	4	paired	0	0	35619748	1	256	2117	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2117	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290529	SRZ6290527	4	paired	0	0	35619748	1	256	2117	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2117	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290528	SRZ6290527	4	paired	0	0	35619748	1	256	2117	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2117	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR8867635	SRR8867635	1	single	1	0	110768801	3	291	2327	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2327	treatment	IFN-gamma	10 ng/mL	-45	0	45	min
SRR6290526	SRZ6290523	4	paired	0	0	39578023	1	256	2116	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2116	vehicle	growth media		-6	0	6	hr
SRR6290525	SRZ6290523	4	paired	0	0	39578023	1	256	2116	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2116	vehicle	growth media		-6	0	6	hr
SRR6290520	SRZ6290519	3	paired	0	0	43544756	1	256	2115	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2115	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290521	SRZ6290519	3	paired	0	0	43544756	1	256	2115	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2115	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290522	SRZ6290519	3	paired	0	0	43544756	1	256	2115	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2115	treatment	indoleacetic acid	500 microM	-6	0	6	hr
SRR6290523	SRZ6290523	4	paired	0	0	39578023	1	256	2116	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2116	vehicle	growth media		-6	0	6	hr
SRR6290524	SRZ6290523	4	paired	0	0	39578023	1	256	2116	PRO-seq	Rao2017cohesin	H. sapiens	HCT116	2116	vehicle	growth media		-6	0	6	hr
SRR8867629	SRR8867629	2	single	1	0	78896465	3	291	2321	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2321	vehicle	DMSO		-45	0	45	min
SRR8867632	SRR8867632	2	single	1	0	113965857	3	291	2324	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2324	vehicle	DMSO		-45	0	45	min
SRR8867633	SRR8867633	1	single	1	0	96850818	3	291	2325	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2325	treatment	IFN-gamma	10 ng/mL	-45	0	45	min
SRR8867633	SRR8867633	1	single	1	0	96850818	3	291	2325	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2325	vehicle	DMSO		-45	0	45	min
SRR8867634	SRR8867634	2	single	1	0	100492389	3	291	2326	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2326	treatment	3MB-PP1	10 microM	-45	0	45	min
SRR8867634	SRR8867634	2	single	1	0	100492389	3	291	2326	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2326	treatment	IFN-gamma	10 ng/mL	-45	0	45	min
SRR1105741	SRR1105741	1	single	0	0	159917000	2	9	56	GRO-seq	Allen2014global	H. sapiens	HCT116	56	treatment	nutlin-3	10 microM	-1	0	1	hr
SRR8867635	SRR8867635	1	single	1	0	110768801	3	291	2327	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2327	treatment	3MB-PP1	10 microM	-45	0	45	min
SRR1105740	SRR1105740	1	single	0	0	179414804	3	9	55	GRO-seq	Allen2014global	H. sapiens	HCT116	55	vehicle	DMSO		-1	0	1	hr
SRR8867628	SRR8867628	1	single	1	0	105447678	3	291	2320	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2320	vehicle	PBS		-45	0	45	min
SRR8867632	SRR8867632	2	single	1	0	113965857	3	291	2324	PRO-seq	Steinparzer2019transcriptional	H. sapiens	HCT116	2324	treatment	IFN-gamma	10 ng/mL	-45	0	45	min
